"#","Name","Category","Sub-category","Type","Link","GitHub repo","GitHub ★","Maintenance","Pricing tier","Price / license","What it is","Why it 10x's you","Best for","Works with","Platform","Install / get started","Setup effort","Status","Pro tip / gotcha","Instagram hook","My notes"
"369","Expo","19 · Frontend & UI Building","Mobile","Framework","https://github.com/expo/expo","expo/expo","52,308","🟢 Active · last commit today","FREE (open source)","Open source (MIT) + paid EAS build tiers","React Native framework: one codebase for iOS, Android and web, with cloud builds.","Ship iOS apps from Windows using EAS cloud builds.","Web devs going mobile","React / Next.js / Tailwind; agent-friendly","Web / any OS","npx create-expo-app@latest","Medium","🚀 Add now","EAS Build means no Mac needed to build for iOS.","iOS apps from a Windows laptop.",""
"370","Tauri","19 · Frontend & UI Building","Desktop","Framework","https://github.com/tauri-apps/tauri","tauri-apps/tauri","111,135","🟢 Active · last commit today","FREE (open source)","Open source (MIT/Apache-2.0)","Build tiny, fast desktop (and mobile) apps with a web frontend and Rust backend.","Desktop apps 10x smaller than Electron.","Desktop tools","React / Next.js / Tailwind; agent-friendly","Web / any OS","npm create tauri-app@latest","Medium","🔍 Explore","Great for local-LLM desktop utilities.","Electron, but 10x smaller.",""
"371","ASP.NET Core","19 · Frontend & UI Building","Backend frameworks","Framework","https://github.com/dotnet/aspnetcore","dotnet/aspnetcore","38,442","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Cross-platform .NET framework for web APIs and apps.","High performance and strong typing for enterprise backends.",".NET developers","React / Next.js / Tailwind; agent-friendly","Windows / macOS / Linux","dotnet new webapi","Medium","✅ In my stack","Minimal APIs keep services small.","Enterprise-grade, open source.",""
"372","FastAPI","19 · Frontend & UI Building","Backend frameworks","Framework","https://github.com/fastapi/fastapi","fastapi/fastapi","102,398","🟢 Active · last commit september 2026","FREE (open source)","Open source (MIT)","Modern Python API framework with automatic docs and Pydantic validation.","The default way to put an API around a model or pipeline.","Python / AI backends","React / Next.js / Tailwind; agent-friendly","Windows / macOS / Linux","pip install 'fastapi[standard]'","Low","🚀 Add now","Auto-generated OpenAPI spec doubles as agent documentation.","An API in 10 lines of Python.",""
"373","aiogram","19 · Frontend & UI Building","Telegram bots","Framework","https://github.com/aiogram/aiogram","aiogram/aiogram","5,864","🟢 Active · last commit august 2026","FREE (open source)","Open source (MIT)","Modern async Telegram Bot framework for Python with FSM and middlewares.","The standard for serious Python Telegram bots.","Telegram bot builders","React / Next.js / Tailwind; agent-friendly","Windows / macOS / Linux","pip install aiogram","Low","🚀 Add now","Use FSM for multi-step flows like onboarding.","Telegram bots, the right way.",""
"374","grammY","19 · Frontend & UI Building","Telegram bots","Framework","https://github.com/grammyjs/grammY","grammyjs/grammY","3,746","🟢 Active · last commit august 2026","FREE (open source)","Open source (MIT)","TypeScript Telegram Bot framework that runs on Node, Deno and Cloudflare Workers.","Serverless Telegram bots on Workers for free.","TS bot builders","React / Next.js / Tailwind; agent-friendly","Windows / macOS / Linux","npm i grammy","Low","🚀 Add now","Webhook mode on Workers = zero idle cost.","A Telegram bot that costs $0 to run.",""
"375","Telegram Bot API","19 · Frontend & UI Building","Telegram bots","API","https://core.telegram.org/bots/api","","","—","FREE (closed source)","Free","Official HTTP API for Telegram bots, including Mini Apps and payments.","A free, massive distribution channel in CIS markets.","Bot and Mini App builders","React / Next.js / Tailwind; agent-friendly","Web","Talk to @BotFather","Low","✅ In my stack","Mini Apps turn a bot into a full web app.","Your MVP does not need an app store.",""
"376","Refero Styles","20 · Design Resources & Inspiration","AI-ready design systems","Design resource","https://styles.refero.design","","","—","FREEMIUM","Free to browse; full access with Refero plan","Library of design styles extracted from real products, exportable as DESIGN.md files and via MCP for coding agents.","Hand the agent a real product's visual language instead of adjectives like 'clean and modern'.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Drop the DESIGN.md into the repo and reference it from CLAUDE.md.","Give your AI a real design system.",""
"377","Refero","20 · Design Resources & Inspiration","UI reference libraries","Design resource","https://refero.design","","","—","FREEMIUM","Limited free; paid subscription","Searchable library of real web and iOS product screens and flows.","Find how good products solved the exact screen you are building.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Search by flow (onboarding, paywall, empty state), not by brand.","Stop designing from imagination.",""
"378","Mobbin","20 · Design Resources & Inspiration","UI reference libraries","Design resource","https://mobbin.com","","","—","FREEMIUM","Limited free; paid subscription","The largest library of real mobile and web app screens, flows and UI elements.","The industry standard for UX research before designing.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Study full flows — the transitions between screens are where UX lives.","How top apps design every screen.",""
"379","Page Flows","20 · Design Resources & Inspiration","UI reference libraries","Design resource","https://pageflows.com","","","—","PAID","Paid subscription","Recorded user-flow videos from real products.","See timing, motion and micro-copy, not just static screens.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🔍 Explore","Great for onboarding and checkout research.","Watch how the best apps onboard users.",""
"380","Nicely Done","20 · Design Resources & Inspiration","UI reference libraries","Design resource","https://nicelydone.club","","","—","FREEMIUM","Free + paid","SaaS product UI and flow library.","B2B SaaS patterns specifically.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🔍 Explore","Useful for dashboards and settings pages.","How SaaS products are designed.",""
"381","SaaSFrame","20 · Design Resources & Inspiration","UI reference libraries","Design resource","https://www.saasframe.io","","","—","FREEMIUM","Free + paid","SaaS landing pages, product screens and email examples.","Covers marketing + product + lifecycle emails.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🔍 Explore","Email section is underrated.","SaaS design, all in one place.",""
"382","Spotted in Prod","20 · Design Resources & Inspiration","Interaction references","Design resource","https://spottedinprod.com","","","—","FREE (closed source)","Free","Collection of delightful interaction details found in real apps.","A library of motion ideas worth stealing.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🔍 Explore","Recreate one per project as a signature detail.","The details that make apps feel premium.",""
"383","60fps.design","20 · Design Resources & Inspiration","Interaction references","Design resource","https://60fps.design","","","—","FREE (closed source)","Free","Curated app animations and interaction patterns.","Motion references for mobile.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🔍 Explore","Slow them down frame by frame.","Best app animations, collected.",""
"384","Recent (formerly Godly)","20 · Design Resources & Inspiration","Web inspiration","Design resource","https://recent.design","","","—","FREE (closed source)","Free","Curated design-inspiration gallery with motion previews. godly.website now redirects here.","The highest taste bar of any gallery.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🚀 Add now","Godly rebranded — old bookmarks still redirect. Filter by type: portfolio, SaaS, agency.","The best-designed sites on the internet.",""
"385","Awwwards","20 · Design Resources & Inspiration","Web inspiration","Design resource","https://www.awwwards.com","","","—","FREEMIUM","Free to browse; paid courses/submissions","Awards for design, creativity and innovation on the web.","See what is technically possible with GSAP/WebGL.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🔍 Explore","Check 'Sites of the Day' weekly.","Where the best websites win awards.",""
"386","Land-book","20 · Design Resources & Inspiration","Web inspiration","Design resource","https://land-book.com","","","—","FREEMIUM","Free + paid","Large landing-page gallery with filters by style and industry.","Fast landing page research.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🔍 Explore","Filter by colour and typography style.","Landing page inspiration, filtered.",""
"387","Lapa Ninja","20 · Design Resources & Inspiration","Web inspiration","Design resource","https://www.lapa.ninja","","","—","FREE (closed source)","Free","Thousands of landing pages with full-page screenshots.","Full-length captures show the whole narrative.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🔍 Explore","Study section order, not just visuals.","7,000+ landing pages to learn from.",""
"388","One Page Love","20 · Design Resources & Inspiration","Web inspiration","Design resource","https://onepagelove.com","","","—","FREE (closed source)","Free","One-page website gallery and templates.","Perfect for personal sites and product launches.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🔍 Explore","Look at the typography category.","One page is enough.",""
"389","SiteInspire","20 · Design Resources & Inspiration","Web inspiration","Design resource","https://www.siteinspire.com","","","—","FREE (closed source)","Free","Long-running curated showcase of web and interactive design.","Refined, editorial taste.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🔍 Explore","Filter by style: minimal, typographic, unusual layout.","Web design with taste.",""
"390","Httpster","20 · Design Resources & Inspiration","Web inspiration","Design resource","https://httpster.net","","","—","FREE (closed source)","Free","Showcase of clean, well-crafted sites.","Consistently tasteful picks.","Designers, frontend devs, founders","Figma, code, AI agents (as references)","Web","Open in browser","Low","🔍 Explore","Good for portfolios.","Sites made by people who care.",""
